...1,Ungulate Latin Name,Avg species weight (kg),Avg species shoulder height (cm),Ruminant/non-ruminant,Researcher,Ungulate Family,Ungulate Common Name,Binned season,Year started,Year ended,Plant Reported Family,Plant Reported Name,% Contribution to Diet,Data type,Binned units,Binned method,Total sample size,Binned total sample size units,Latitude 1,Longitude 1,Latitude 2,Longitude 2,Reported Study Site Location,Country,Biome,Citation (abrv),Latitude 1 Decimal,Longitude 1 Decimal,Latitude 2 Decimal,Longitude 2 Decimal,Latitude_Average,Longitude_Average,point_type
14358,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1999,1999,NA,Balsamorhiza sagittata,1,proportion,NA,fecal microhistology,27,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14359,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1999,1999,NA,Lupinus spp.,32,proportion,NA,fecal microhistology,27,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14360,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1999,1999,Grasses,Grasses,NA,proportion,NA,fecal microhistology,27,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14361,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1999,1999,NA,Achnatherum spp.,1,proportion,NA,fecal microhistology,27,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14362,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1999,1999,NA,Bromus marginatus,<1,proportion,NA,fecal microhistology,27,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14363,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1999,1999,NA,Festuca idahoensis,0,proportion,NA,fecal microhistology,27,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14364,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1999,1999,NA,Poa pratensis,0,proportion,NA,fecal microhistology,27,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14365,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1999,1999,NA,Poa secunda,1,proportion,NA,fecal microhistology,27,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14366,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1999,1999,NA,Pseudoroegneria spicata,0,proportion,NA,fecal microhistology,27,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14367,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1999,1999,Woody browse,NA,NA,proportion,NA,fecal microhistology,27,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14368,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1999,1999,NA,Ceanothus velutinus,12,proportion,NA,fecal microhistology,27,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14369,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1999,1999,NA,Cercocarpus ledifolius,<1,proportion,NA,fecal microhistology,27,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14370,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1999,1999,NA,Populus tremuloides,0,proportion,NA,fecal microhistology,27,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14371,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1999,1999,NA,Symphoricarpos oreophilus,0,proportion,NA,fecal microhistology,27,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14372,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,2000,2000,Forbs,Forbs,NA,proportion,NA,fecal microhistology,32,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14373,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,2000,2000,NA,Balsamorhiza sagittata,4,proportion,NA,fecal microhistology,32,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14374,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,2000,2000,NA,Lupinus spp.,44,proportion,NA,fecal microhistology,32,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14375,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,2000,2000,Grasses,Grasses,NA,proportion,NA,fecal microhistology,32,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14376,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,2000,2000,NA,Achnatherum spp.,<1,proportion,NA,fecal microhistology,32,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14377,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,2000,2000,NA,Bromus marginatus,<1,proportion,NA,fecal microhistology,32,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14378,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,2000,2000,NA,Festuca idahoensis,<1,proportion,NA,fecal microhistology,32,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14379,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,2000,2000,NA,Poa pratensis,1,proportion,NA,fecal microhistology,32,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14380,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,2000,2000,NA,Poa secunda,0,proportion,NA,fecal microhistology,32,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14381,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,2000,2000,NA,Pseudoroegneria spicata,0,proportion,NA,fecal microhistology,32,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14382,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,2000,2000,Woody browse,NA,NA,proportion,NA,fecal microhistology,32,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14383,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,2000,2000,NA,Ceanothus velutinus,9,proportion,NA,fecal microhistology,32,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14384,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,2000,2000,NA,Cercocarpus ledifolius,1,proportion,NA,fecal microhistology,32,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14385,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,2000,2000,NA,Populus tremuloides,0,proportion,NA,fecal microhistology,32,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14386,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,2000,2000,NA,Symphoricarpos oreophilus,0,proportion,NA,fecal microhistology,32,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
16261,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,wet,2009,2012,NA,Andropogon gayanus,12.48,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16262,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,wet,2009,2012,NA,Chrysopogon aucheri,2.4,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16263,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,wet,2009,2012,NA,Cyndon dactylon,4.64,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16264,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,wet,2009,2012,NA,Dichrostachys cinerea,2.4,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16265,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,wet,2009,2012,NA,Digitaria abyssinica,4.96,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16266,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,wet,2009,2012,NA,Eragrostis  cylindrifora,1.76,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16267,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,wet,2009,2012,NA,Glycine wightii,3.52,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16268,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,wet,2009,2012,NA,Hetropogon contortus,8,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16269,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,wet,2009,2012,NA,Hyparrhenia hirta,10.08,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16270,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,wet,2009,2012,NA,Hyparrhenia rufa,6.56,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16271,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,wet,2009,2012,NA,Ischaemum afrum,3.68,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16272,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,wet,2009,2012,NA,Loudetia arundinacea,6.88,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16273,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,wet,2009,2012,NA,Panicum maximum,4.96,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16274,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,wet,2009,2012,NA,Pennisetum thunbergii,9.6,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16275,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,wet,2009,2012,NA,Sporobolus panicoides,3.2,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16276,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,wet,2009,2012,NA,Sporobolus spp.,1.44,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16277,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,wet,2009,2012,NA,Themeda triandra,12.32,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16278,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,dry,2009,2012,NA,Solanum incanum,1.12,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16279,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,dry,2009,2012,NA,Andropogon gayanus,11.59,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16280,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,dry,2009,2012,NA,Chrysopogon aucheri,2.66,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16281,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,dry,2009,2012,NA,Cyndon dactylon,5.03,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16282,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,dry,2009,2012,NA,Dichrostachys cinerea,2.37,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16283,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,dry,2009,2012,NA,Digitaria abyssinica,4.65,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16284,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,dry,2009,2012,NA,Eragrostis  cylindrifora,1.04,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16285,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,dry,2009,2012,NA,Glycine wightii,3.23,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16286,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,dry,2009,2012,NA,Heteropogon contortus,8.26,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16287,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,dry,2009,2012,NA,Hyparrhenia hirta,10.07,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16288,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,dry,2009,2012,NA,Hyparrhenia rufa,8.55,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16289,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,dry,2009,2012,NA,Ischaemum afrum,3.13,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16290,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,dry,2009,2012,NA,Loudetia arundinacea,6.55,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16291,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,dry,2009,2012,NA,Panicum maximum,2.18,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16292,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,dry,2009,2012,NA,Pennisetum thunbergii,7.79,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16293,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,dry,2009,2012,NA,Themeda triandra,12.54,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
16294,Ourebia ourebi,16,58,Ruminant,asher_t,Antilopinae,Oribi,dry,2009,2012,NA,Acacia abyssinica,1.42,proportion,percent composition in diet,direct observation,1678,direct observation,6.7146731,28.648425,6.96885269,30.096336,Maze Nationa Park,Ethiopia,grassland,"Tekalign, Wondimagegnehu, and Afework Bekele. ""Habitat Association and Foraging Ecology of Oribi (Ourebia ourebi Zimmermann, 1783) in Maze National Park, Southern Ethiopia.""",286484.25,671467.31,300963.36,6968852.69,293.723805,3820.16,Averaged Location
