"","...1","x1","ungulate_latin_name","avg_species_weight_kg","avg_species_shoulder_height_cm","ruminant_non_ruminant","researcher","ungulate_family","ungulate_common_name","binned_season","year_started","year_ended","plant_reported_family","plant_reported_name","percent_contribution_to_diet","data_type","binned_units","binned_method","total_sample_size","binned_total_sample_size_units","latitude_1","longitude_1","latitude_2","longitude_2","reported_study_site_location","country","biome","citation_abrv","latitude_1_decimal","longitude_1_decimal","latitude_2_decimal","longitude_2_decimal","latitude_average","longitude_average","point_type"
"771",20534,20534,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Poaceae","Festuca sp.",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"772",20535,20535,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Moraceae","Ficus carica",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"773",20536,20536,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Moraceae","Ficus sp.",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"774",20537,20537,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Oleaceae","Fraxinus excelsior",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"775",20538,20538,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Rubiaceae","Galium aparine",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"776",20539,20539,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Rubiaceae","Galium mollugo",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"777",20540,20540,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Rubiaceae","Galium silvaticum",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"778",20541,20541,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Rosaceae","Geum urbanium",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"779",20542,20542,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Rosaceae","Geum sp.",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"780",20543,20543,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Lamiaceae","Glechoma hederacea",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"781",20544,20544,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Asteraceae","Helianthus sp.",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"782",20545,20545,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Asteraceae","Helichrysum sp.",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"783",20546,20546,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Apiaceae","Heracleum sphondylium",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"784",20547,20547,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Asteraceae","Hieracium pilosella",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"785",20548,20548,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Poaceae","Holcus lanatus",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"786",20549,20549,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Poaceae","Holcus sp.",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"787",20550,20550,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Primulaceae","Hottonia palustris",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"788",20551,20551,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Hypericaceae","Hypericum perforatum",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"789",20552,20552,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Iridaceae","Iris pseudacorus",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"790",20553,20553,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Juglandaceae","Juglans regia",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"791",20554,20554,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Juncaceae","Juncus sp.",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"792",20555,20555,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Cupressaceae","Juniperus communis",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"793",20556,20556,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Lamiaceae","Lamium maculatum",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"794",20557,20557,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Liliaceae","Lilium martagon",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"795",20558,20558,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Poaceae","Lolium multiflorum",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"796",20559,20559,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Poaceae","Lolium perenne",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"797",20560,20560,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Juncaceae","Luzula pilosa",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"798",20561,20561,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Berberidaceae","Mahonia aquifolium",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"799",20562,20562,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Asparagaceae","Maianthemum bifolium",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"800",20563,20563,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Fabaceae","Medicago sp.",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"801",20564,20564,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Poaceae","Melica nutana",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"802",20565,20565,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Euphorbiaceae","Mercurialis perennis",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"803",20566,20566,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Poaceae","Milium effusum",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"804",20567,20567,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Caryophyllaceae","Moehringia trinervia",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"805",20568,20568,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Poaceae","Molinia caerulea",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"806",20569,20569,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Moraceae","Morus sp.",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"807",20570,20570,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Plantaginaceae","Obione portulacoides",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"808",20571,20571,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Fabaceae","Ornithopus sativus",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"809",20572,20572,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Santalaceae","Osyris alba",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"810",20573,20573,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Strophariaceae","Agrocibe pediades",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"811",20574,20574,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Boletaceae","Boletus luteus",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"812",20575,20575,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Boletaceae","Boletus queletii",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"813",20576,20576,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Agaricaceae","Coprinus sp.",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"814",20577,20577,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Elaphomycetaceae","Elaphomyces granulatus",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"815",20578,20578,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Geastraceae","Geastrum sessile",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"816",20579,20579,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Pyronemataceae","Genea sp.",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"817",20580,20580,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Gomphidiaceae","Gomphidius sp.",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"818",20581,20581,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Hymenogastraceae","Hymenogaster sp.",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"819",20582,20582,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Hysterangiaceae","Hysterangium sp.",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"820",20583,20583,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Boletaceae","Leccinum sp.",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"821",20584,20584,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Agaricaceae","Lepiota sp.",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"822",20585,20585,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Tricholomataceae","Lepista sp.",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"823",20586,20586,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Agaricaceae","Lycoperdon lividum",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"824",20587,20587,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Agaricaceae","Lycoperdon perlatum",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"825",20588,20588,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Melanogastraceae","Melanogaster sp.",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
"826",20589,20589,"Sus scrofa","182","82.5","Non-ruminant","judy_k","Suidae","Eurasian wild pig, Wild boar",NA,NA,NA,"Gomphidiaceae","Octavianina asterosperma",NA,"presence/absence","presence/absence","meta analysis",NA,"outside source",NA,NA,NA,NA,"Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","Croatia, Czechoslovakia, Germany, France, Italy, the Netherlands, Poland, Spain","woodland","Schley and Roper 2003",NA,NA,NA,NA,NA,NA,NA
