"","...1","x1","ungulate_latin_name","avg_species_weight_kg","avg_species_shoulder_height_cm","ruminant_non_ruminant","researcher","ungulate_family","ungulate_common_name","binned_season","year_started","year_ended","plant_reported_family","plant_reported_name","percent_contribution_to_diet","data_type","binned_units","binned_method","total_sample_size","binned_total_sample_size_units","latitude_1","longitude_1","latitude_2","longitude_2","reported_study_site_location","country","biome","citation_abrv","latitude_1_decimal","longitude_1_decimal","latitude_2_decimal","longitude_2_decimal","latitude_average","longitude_average","point_type"
"257",6672,6672,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1986?","1986?","N/A","Lichens","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"258",6673,6673,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1986?","1986?","N/A","Mosses","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"259",6674,6674,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1986?","1986?","N/A","Others","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"260",6685,6685,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Ulmus laciniata","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"261",6686,6686,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Hydrangea paniculata","1","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"262",6687,6687,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Ulmus davidiana var. japonica","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"263",6688,6688,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Euonymus alatus","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"264",6689,6689,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Morus australis","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"265",6690,6690,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Ostrya japonica","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"266",6691,6691,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Fraxinus lanuginosa","10","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"267",6692,6692,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Phellodendron amurense","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"268",6693,6693,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Acer cissifolium","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"269",6694,6694,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Viburnum furcatum","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"270",6695,6695,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Acer pictum","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"271",6696,6696,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Quercus crispula","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"272",6697,6697,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Aria alnifolia","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"273",6698,6698,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Syringa reticulata","2","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"274",6699,6699,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Padus ssiori","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"275",6700,6700,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Betula maximowicziana","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"276",6701,6701,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Sorbus commixta","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"277",6702,6702,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Acer amoenum var. matsumurae","4","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"278",6703,6703,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Euonymus oxyphyllus","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"279",6704,6704,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Acer japonicum","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"280",6705,6705,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Fraxinus mandshurica","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"281",6706,6706,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Tilia japonica","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"282",6707,6707,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Hydrangea serrata var. yesoensis","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"283",6708,6708,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Kalopanax septemlobus","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"284",6709,6709,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Magnolia kobus","1","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"285",6710,6710,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Rubus idaeus","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"286",6711,6711,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Others","5","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"287",6712,6712,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Ulmus laciniata","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"288",6713,6713,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Hydrangea paniculata","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"289",6714,6714,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Ulmus davidiana var. japonica","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"290",6715,6715,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Euonymus alatus","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"291",6716,6716,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Morus australis","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"292",6717,6717,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Ostrya japonica","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"293",6718,6718,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Fraxinus lanuginosa","23","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"294",6719,6719,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Phellodendron amurense","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"295",6720,6720,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Acer cissifolium","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"296",6721,6721,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Viburnum furcatum","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"297",6722,6722,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Acer pictum","1","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"298",6723,6723,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Quercus crispula","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"299",6724,6724,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Aria alnifolia","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"300",6725,6725,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Syringa reticulata","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"301",6726,6726,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Padus ssiori","4","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"302",6727,6727,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Betula maximowicziana","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"303",6728,6728,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Sorbus commixta","3","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"304",6729,6729,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Acer amoenum var. matsumurae","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"305",6730,6730,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Euonymus oxyphyllus","3","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"306",6731,6731,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Acer japonicum","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"307",6732,6732,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Fraxinus mandshurica","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"308",6733,6733,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Tilia japonica","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"309",6734,6734,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Hydrangea serrata var. yesoensis","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"310",6735,6735,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Kalopanax septemlobus","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"311",6736,6736,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Magnolia kobus","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"312",6737,6737,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Rubus idaeus","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"313",6738,6738,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Others","3","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"314",6739,6739,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Ulmus laciniata","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"315",6740,6740,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Hydrangea paniculata","0","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
"316",6741,6741,"Cervus nippon","67.5","87.5","Ruminant","john_m","Cervidae","Sika Deer","fall","2009","2009","N/A","Ulmus davidiana var. japonica","1","quantity",NA,"feeding site examination","7",NA,"multiple","multiple","multiple","multiple","Hokkaido Prefectural Forests","Japan","temperate forest","Akashi et al. 2015",NA,NA,NA,NA,NA,NA,NA
